mfn;clasificacion;nombre;autor;fechaPublicacion;idEditorial;numeroEdicion
4710;COL.NB&628.1&P644r;Recomendaciones a la Municipalidad de la Villa Concepción de Ataco, Departamento de Ahuachapan para Normalizar su Servicio de Agua Potable y Red de Cloacas Sanitarias;Pimentel, Felipe Remberto;1959;Universidad Autónoma de El Salvador;
4711;COL.NB&628.1&N899n;Report of the Coordinating Committee for a National Plumbing Code;S/A;1951;U.S. Department of Commerce;
4712;COL.NB&628.1&M678p;Provvista e Distribuzione di Acqua Potabile;Mistrangelo, Claudio;1945;Ulrico Hoepli;
4713;COL.NB&628.1&H682m;Manual of British Water Supply Practice;Hobbs, Aubrey Thomas;1953;The Institution of Water Engineers;
4714;COL.NB&628.1&S824a;Abastecimiento de agua y alcantarillado;Steel, Ernest;1961;Gustavo Gili;
4715;COL.NB&628.1&U58;Uniform Plumbing Code;S/A;1976;International Association of Plumbing and Mechanical Officuals;
4716;COL.NB&628.112&M942r;Replenisshment of Ground Water Supplies by Artificial Means;Muckel, Dean C.;1959;United States Department of Agriculture;
4717;COL.NB&628.114&P893;Effects of Well Screens on Flow Into Wells;S/A;1963;American Society of Civil Engineers;
4718;COL.NB&628.144&M294;Manual of Individual Water Supply Systems;S/A;1962;United States Government Prining Office;
4719;COL.NB&628.144 028 7&M294;Manual of Water Works Accounting;S/A;1938;Municipal Finance Officers Association;
4720;COL.NB&628.15&A837s;Standard Specifications for Cast Iron Water Pipes and Special Castings;S/A;1952;American  Water Works Association;
4721;COL.NB&628.15&I62;Inventario  físico de sistemas de acueductos;;1961;Oficina de Estudios para Agua Potable y Alcantarillado;
4722;COL.NB&628.15&Z73f;Feasibility of Curved Alignment for Residential Sanitary Sewers;Zimmerman, Julian H.;1959;Federal Housing Administration;
4723;COL.NB&628.116&J75t;Travaux Maritimes;Joly, Georges de;1932;Bailliere Et Fils;
4723;COL.NB&628.116&J75t;Travaux Maritimes;Joly, Georges de;1932;Bailliere Et Fils;
4724;COL.NB&628.15&A543p;Plan de Tarifas para los Servicios  de Acueductos y Alcantarillados;Administración Nacional de Acueductos y Alcantarillados ANDA.;1966;s.n;
4725;COL.NB&625.15&O65;ACODAL Organo Oficial de la Asociación Colombiana de Acueductos y Alcantarillados;S/A;1963;ACODAL;
4726;COL.NB&628.16&R154m;Methods for Collection and Analysis of Water Samples;Rainwater, F. H.;1960;United States Government Printing Office;
4727;COL.NB&628.162&D321m;Manual Técnico del Agua;Degrémont, Gilbert;s.d;s.n;
4728;COL.NB&628.166 2&U18r;Saline Water Conversión Report;Udall, Stewart;1965;United States Department of the Interior;
4729;COL.NB&628.166 3&F646;Fluoridation of Water;S/A;1954;United States Government Printing Office;
4730;COL.NB&628.168&K64a;Aspects of River Pollution;Klein, Louis;1957;Butterworths Scientific Publications;
4731;COL.NB&628.168 2&I31d;Disposal of Sewage and Other Water Borne Wastes;Imhoff, Karl;1956;Butterworths Scientific Publications;
4732;COL.NB&628.168 2&S251f;Fognatura Domestica Idráulica Sanitaria;Sartorio, G.S.;1941;Torino;
4733;COL.NB&628.2&D536;Sewage Works Journal;S/A;1945;Sewage Works Associations;
4734;COL.NB&628.2&K26t;Sewage Treatment-How It Is Acconplished;Keefer, C.E.;1957;Smithsonian Institution;
4735;COL.NB&628.24&C733d;Design and Construction of Sanitary and Storm Sewers;S/A;1960;American Society of Civil Engineers;
4736;COL.NB&628.25&A837a;Concrete Culberts and Conduits;S/A;1969;Portland Cement Association;
4737;COL.NB&628.35&W324;Water Quality and Treatment;S/A;1951;The American Water Works;
4738;COL.NB&628.4&G978p;Principles of Industrial Waste Treatment;S/A;1956;John Wiley & Sons;
4739;COL.NB&628.51&G168i;Impianti Sanitari;Gallizio, Angelo;1949;Ulrico Hoepli;
4740;COL.NB&628.51&K76d;Les Réseaux D'egouts;Koch, P.;1962;Dunod;
4741;COL.NB&628.742&B114s;Sewerage and Sewage Treatment;Babbitt, Harold E.;1962;John Wiley & Sons;
4742;COL.NB&628.92&C949l;Handbook of Fire Protection;Moulton, Robert S.;1954;National Fire Protection Association;
4743;COL.NB&628.925 2&H632;Hydrant Systems;S/A;1952;The Council for Codes of Practice for Buildings;
4744;COL.NB&629.136&S78s;Standard Specifications for Construction of Airports;S/A;1968;Department of Transportation Federal Aviation Administration;
4745;COL.NB&629.136 34&E57;Engineering and Design Flexible Airfield Pavements;S/A;1964;Government Printing Office;
4747;COL.NB&631.27&P414c;Concrete Fences;Pennington, A. M.;1950;Concrete Publications Limited;
4748;COL.NB&631.28&G934i;Introducción al Estudio de las Presas de Tierra;Guerra Majorel, Juan Christian;1967;Universidad de El Salvador;
4749;COL.NB&631.432&J67m;Methods of measuring soil moisture in the field;Johnson, A. I.;1962;United States Government Printing Office;
4750;COL.NB&631.45&W749g;Ground-Water Appraisal of Santa Ynez River Basin Santa Barbara County California, 1945-52;Wilson, H.D.;1959;United States Department of the Interior;
4752;COL.NB&631.587&G627r;Reclamation in the United States;Golzé, Alfred R.;1952;McGraw-Hill;
4753;COL.NB&631.587&I68;Sprinkler Irrigation in the Pacific Northwest;S/A;1956;U.S. Department of Agriculture;
4754;COL.NB&631.6&P753s;Assainissement Agricole et Drainage;Poirée, M.;1953;Eyrolles;
4755;COL.NB&631.62&B955i;Engineering for Agricultural Drainage;Burgess, Harry;1954;McGraw-Hill;
4756;COL.NB&631.62&D771;Drainage Sewerage;S/A;1963;The Institution of Municipal Engineers;
4757;COL.NB&635.7&D419s;Aquatic Weed Control Studies;Otto, N.E.;1966;United States Department of the Interior;
4758;COL.NB&642.2&K29t;The Prefabrication of Houses;Kelly, Burnham;1955;Chapman & Hall;
4759;COL.NB&643.2&L938;Viviendas Económicas:  Una Aportación Técnica al Problema;Lucini, F.;1951;Instituto Técnico de la Construcción y del Cemento;
4760;COL.NB&643.2&N127v;Viviendas Prefabricadas;Nadal, J.;1951;Instituto Técnico de la Construcción y del Cemento;
4761;COL.NB&651.75&V118c;Correspondencia Comercial Francesa;Vacheresse, Georges;1958;Daimon;
4762;COL.NB&657&P949s;Sistemas de Contabilidad;Prieto, Alejandro;1963;Banca y Comercio, S.A.;
4763;COL.NB&657.42&B973c;Contabilidad de Costos;Burton, N.T.;1956;Fondo de Cultura Económica;
4764;COL.NB&625.7&L268;Critical Path Analysis;Lang, Douglas W.;1971;Teach Yourself Books;
4782;COL.NB&658.723&M294;Pert and Companion Cost System;S/A;1962;The Director of Management Reports;
4783;COL.NB&658.155 3&M294;Manual para el Cálculo de Costes de Maquinaria y Utiles;S/A;1964;Dirección General de Carreteras de Caminos Vecinales;
4783;COL.NB&658.155 3&M294;Manual para el Cálculo de Costes de Maquinaria y Utiles;S/A;1964;Dirección General de Carreteras de Caminos Vecinales;
4783;COL.NB&658.155 3&M294;Manual para el Cálculo de Costes de Maquinaria y Utiles;S/A;1964;Dirección General de Carreteras de Caminos Vecinales;
4784;COL.NB&658.302&C977;Safety Training Course for Construction Supervisors;Hunt, Edwin C.;1957;The Associated general Contractors of America;
4786;COL.NB&658.403 2&L818a;Critical Path Analysis;Lockyer, K.G.;1967;Sir Isaac Pitman and Sons;
4787;COL.NB&658.562&P935i;An Introduction to Specifications;S/A;1973;Glengary Press;
4788;COL.NB&660.284 27&M113s;Heat Transmissión;McAdams, William H.;1954;McGraw-Hill;
4789;COL.NB&660.284 26&R278t;Théorie et Pratique Du Séchage Industrial;Razous, P.;1955;Dunod;
4790;COL.NB&662.1&M294;Blasters'  Handbook A Manual Describing Explosives and Practical Methods of Using Them;S/A;1952;E.I. Du Pont de Nemours & Company;
4791;COL.NB&662.2&E96;Explosivos Atlas;S/A;1964;Atlas Powder Company;
4792;COL.NB&666.893&A837m;Concrete Pavement Manual;S/A;1939;Portland Cement Association;
4793;COL.NB&662.2&M294;Manual Para el Uso de Explosivos;S/A;1959;Cia Mexicana de Explosivos, S.A.;
4794;COL.NB&663.93&N899p;Procedimiento Mecánico Para Secar la Pulpa de Café Lavado;S/A;1938;Mabille;
4794;COL.NB&663.93&N899p;Procedimiento Mecánico Para Secar la Pulpa de Café Lavado;S/A;1938;Mabille;
4796;COL.NB&669.2&C227s;Sistema de Mallas para Evitar el Dezlizamiento en los Taludes de Tierra;Cano y Gutiérrez, Jorge Alberto;1970;Universidad de El Salvador;
4797;COL.NB&668.4&B167p;The Steel Skeleton;Baker, J. F.;1956;Cambridge at the University Press;
4798;COL.NB&666.893&Y54p;Principles of Pavement Design;Yoder, E. J.;1959;John Wiley & Sons;
4799;COL.NB&671.52&G563;Welding and Cutting of Metals;S/A;1964;British Standards Institution;
4800;COL.NB&671.2&F98i;Acero Monterrey;S/A;1964;CIA Fundidora de Hierro y Acero de Monterrey;
4801;COL.NB&671.2&C736n;Neenah Construction Castings;S/A;1972;Neenah Foundry Company;
4802;COL.NB&671.52&G795d;Design for Welding;Green, Robert S.;1948;The James F. Lincoln ARC Welding Foundation;
4804;COL.NB&671.52&S684;L'Acciaio Nelle Costruzioni;S/A;1963;Cremonese;
4805;COL.NB&671.520 4&L737s;ARC Welding in Design, Manufacture and Construction;S/A;1945;The James F. Lincoln ARC Welding Foundation;
4806;COL.NB&671.832&D419c;Corrugated Metal Pipe Culverts;S/A;1966;U.S. Department of Commerce;
4807;COL.NB&681.76&C359;Caterpillar Performance Handbook;S/A;1973;Carterpillar Tractor Co.;
4808;COL.NB&686.4&L455;Basic Navy Training Courses;S/A;1951;Clief of Naval Air Technical Training;
4809;COL.NB&690&B257;L'Etancheite dans la Construction;Varlan, G. E.;1964;Eyrolles;
4812;COL.NB&690&C928;Critical Path Methods in Construction Practice;Antill, James M.;1965;John Wiley & Sons;
4813;COL.NB&690&D944c;L'Evaluation des Batiments Métré et Estimation;Dupuis, Jacques;1951;Eyrolles;
4815;COL.NB&690&E13;Earth works;S/A;1963;s.n;
4816;COL.NB&690&G246;Les Echafaudages L'Outillage de Chantier;Gasc, Yves;1950;Eyrolles;
4817;COL.NB&690&G433l;Lezioni di Scienza Delle Costruzioni;Giannelli, Aristide;1949;Edicioni Italiane;
4818;COL.NB&690&I43;Informes de la Construcción;S/A;1959;Instituto Técnico de la Construcción y del Cemento;
4819;COL.NB&690&G947s;Scienza Delle Costruzioni;Guidi, Camillo;1942;Vicenzo Bona;
4827;COL.NB&690&K29m;Construction Methods and Machinery;Kellogg, F.H.;1954;Prentice-Hall;
4828;COL.NB&690&L952c;Costruire Correttamente: Caratteristiche e Possibilita Delle Structture Cementizie Armate;Luigui Nervi, Pier;1955;Ulrico Hoepli;
4829;COL.NB&690&M194c;Complementi di Scienza Delle Costruzioni;Magini, O.;s.d;Vallerini;
4830;COL.NB&690&M284d;Design and Construction of Foundations;Manning, G.P.;1961;concrete Publicaations Limited;
4831;COL.NB&690&M294;CPM in Construction a Manual for General Contractors;S/A;1965;The Associated General Contractors of America;
4831;COL.NB&690&M294;CPM in Construction a Manual for General Contractors;S/A;1965;The Associated General Contractors of America;
4832;COL.NB&690&M294;Construction Manual;S/A;1974;U.S. Department of Transportation;
4833;COL.NB&690&M425c;Dissesti Statici Delle Strutture Edilizie;Mastrodicasa, Sisto;1958;Ulrico Hoepli;
4834;COL.NB&690&N819;Notes on ACI 318-71 Building Code Requirements With Design Applications;S/A;1972;Portland Cement Association;
4835;COL.NB&690&N843;"Normas para Proyectos de Construcción en la construcción en la ciudad de San Salvador; Normas para Dibujos de Proyectos de Construcción; Norme tecniche di Edilizia";S/A;s.d;s.n;
4836;COL.NB&690&S648h;How To Write a Building Specification;;1957;George Newnes Limited;
4837;COL.NB&690&S785;ASTM stamdards in building codes;American Society for Testing and Materials;1971;;9. ed.
4838;COL.NB&690&U58;Uniform Building Code;S/A;1976;International Conference of Building Officials;
4839;COL.NB&690.021 2&C565c;Corso di Scienza Delle Costruzioni;Ciappi, Anselmo;1941;Cremose Libraio Editore;
4839;COL.NB&690.021 2&C565c;Corso di Scienza Delle Costruzioni;Ciappi, Anselmo;1941;Cremose Libraio Editore;
4839;COL.NB&690.021 2&C565c;Corso di Scienza Delle Costruzioni;Ciappi, Anselmo;1941;Cremose Libraio Editore;
4839;COL.NB&690.021 2&C565c;Corso di Scienza Delle Costruzioni;Ciappi, Anselmo;1941;Cremose Libraio Editore;
4839;COL.NB&690.021 2&C565c;Corso di Scienza Delle Costruzioni;Ciappi, Anselmo;1941;Cremose Libraio Editore;
4840;COL.NB&690.028&C718e;I Prezzi Delle Costruzioni;Colorio, Gino;1949;S. Lattes & C.;
4841;COL.NB&690.1&A168j;Expansion Joints in Buildings;S/A;1974;National Academy of Sciences;
4842;COL.NB&690.1&F363e;Estructuras de Edificios;Fernández Casado, Carlos;1955;Dossat;
4843;COL.NB&690.1&W666e;Elementary Structural Analysis;Wilbur, John;1948;McGraw-Hill;
4844;COL.NB&690.15&C734d;Design of Cylindrical Concrete Shell Roofs;S/A;1952;American Society of Civil Engineers;
4845;COL.NB&690.21&B867s;Strength and Elasticity of Materials;Brooks, W. H.;1956;McDonald;
4846;COL.NB&690.21&H174a;Frame Analysis;Hall, A. S.;1962;John Wiley;
4848;COL.NB&690.22&I62;Site Investigations;S/A;1963;British Standard Code of Practice;
4849;COL.NB&690.8&D48e;Edificio Industrial;S/A;s.d;Banco Industrial Brasilero;
4850;COL.NB&691&I61;Interim Specifications and Methods Adopted by the AASHO Committee on Materials;S/A;1973;American Association of State Highway Officials;
4851;COL.NB&691.1&I59w;Architectural WoodWork @Quality Standards Illustrated;S/A;1963;Architectural WoodWork Institute;
4852;COL.NB&691.1&M294;Wood Handbook;S/A;1955;U.S. department of Agriculture;
4853;COL.NB&691.2&A696m;Materiali e Pavimentazioni Stradali;Ariano, Raffaele;1958;G. G. Forlich;
4853;COL.NB&691.2&A696m;Materiali e Pavimentazioni Stradali;Ariano, Raffaele;1958;G. G. Forlich;
4854;COL.NB&691.2&G942;A Technical Guide to the Rational use of Marble;S/A;1972;Published by the Italian Marble Industrie;
4855;COL.NB&691.3&E77;Specifications for Construction Bituminous Surgacing;S/A;1952;The American Association State Highway Officials;
4856;COL.NB&691.3&F622e;Specificaciones For Structural Concrete for Building ACI 301- 66;S/A;1967;American Concrete Institute;
4857;COL.NB&691.3&M113e;Specificacions in Detail;Macey, Frank W.;1955;The Technical Press;
4858;COL.NB&691.7&H195b;Building With Steel;Halperin, Don A.;1966;American technical Society;
4859;COL.NB&691.8&G982p;Les Charpentes Metalliques;Gustin, Ernest;1959;Eyrolles;
4860;COL.NB&691.8&K47c;Constructions Métalliques;Kienert, G.;1963;Eyrolles;
4861;COL.NB&691.96&A838;Asphalt Plant Manual;S/A;1963;The Asphalt Institute;
4862;COL.NB&691.96&A838;Asphalt in Hydraulic Structures;S/A;1961;The Asphalt Institute;
4864;COL.NB&691.99&M113m;A General Meethod of Design for Seal Coats and Surface Treatments;McLeod, Norman W.;1973;Etnyre & Co.;
4865;COL.NB&692.2&D543;Distribution Construction Drawings;S/A;1952;The Line Material Company;
4866;COL.NB&692.3&A837g;Guide Specifications for Highway Construction;S/A;1972;American Association of State Highway Officials;
4867;COL.NB&692.3&C756;Construction Specifications;S/A;1962;The Asphalt Institute;
4868;COL.NB&692.3&E77;Standard Specifications;S/A;s.d;s.n;
4869;COL.NB&693.5&C744;Concrete Construction;Blaque, L.S.;1967;Cement and Concrete Association;
4870;COL.NB&693.4&G133b;Guide to Concrete Blockwork;Gage, Michael;1970;The Architectural Press;
4871;COL.NB&693.3&C733;Comité Europein du Béton: Bulletin d' Información;S/A;1962;Cement and Concrete Associated;
4872;COL.NB&692.8&P226e;El Coste de las Obras;Pardal, M. Vidal;1946;Dossat,  S. A.;
4873;COL.NB&692.8&E49p;Programa nacional de carreteras: especificaciones, modelo;;1964;Dossat;
4873;COL.NB&692.8&E49p;Programa nacional de carreteras: especificaciones, modelo;;1964;Dossat;
4873;COL.NB&692.8&E49p;Programa nacional de carreteras: especificaciones, modelo;;1964;Dossat;
4875;COL.NB&692.5&V633a;Analisi del prezzi nelle costruzioni civili rivestimenti-refiniture INFISSI;Schemi e Norme;1958;Societa Editrice Vitali;
4876;COL.NB&692.5&R481c;Calcul á la Rupture et Plasticité des Constructions;Rjantisyn, A. R.;1959;Eyrolles;
4877;COL.NB&692.3&Y645;Specification the Standard Reference Book for Architects;Yorke, F.R.S.;1958;The Architectural Press;
4878;COL.NB&693.5&G783r;Reinforced Concrete Water Towers, Bunkers, Silos and Gantries;Gray, W.S.;1947;Concrete Publications Limited;
4879;COL.NB&693.5&G783r;Reinforced Concrete Reservoirs and Tanks;Gray, W. S.;1951;Concrete Publications Limited;
4880;COL.NB&693.54&C669;Building code requirements for reinforced concrete (ACI 318-71);American Concrete Institute, ACI;1971;ACI;
4881;COL.NB&693.54&R462e;Examples of the Design of Reinforced Concrete Buildings;Reynolds, Chas E.;1965;Ulrico Hoepli;
4882;COL.NB&693.54&S233p;Pronturario Del Cemento Armado;Santarella, Luigi;1953;Ulrico Hoepli;
4882;COL.NB&693.54&S233p;Pronturario Del Cemento Armado;Santarella, Luigi;1953;Ulrico Hoepli;
4884;COL.NB&693.772 2&A472;Aluminium Construction Manual;S/A;1959;The Aluminium Association;
4886;COL.NB&693.852&R425;Preliminary Report the Behavior of Reinforced Concrete Structures in the Caracas, Venezuela Earthquake;Y. W. Edward;1967;Portland Cement Association;
4887;COL.NB&693.852&Y11a;Aseismic Desing of Structures;Y. W. Edward;1959;s.n;
4888;COL.NB&694&G497m;La Moderna Tecnica Delle Costruzioni in Legno;Giordano, G.;1949;Ulrico Hoepli;
4889;COL.NB&693.852&S462d;Seismic Design for Buildings;S/A;1973;Departments of the Army;
4891;COL.NB&694&G497m;La Moderna Tecnica Delle Costruzioni in Legno;Giordano, Guglielmo;1947;Hoepli;
4892;COL.NB&720&M848l;Vitruvius;Morgan, Morris Hicks;1961;Dover Publications;
4893;COL.NB&709&F263a;Art Today an Introduction to the fine and Funtional Arts;Faulkner, Ray;1967;Holt, Rinehart and Winston;
4894;COL.NB&720&P963;Procedure Handbook of ARC Welding Design and Practice;S/A;950;The Lincoln Electric Company;
4896;COL.NB&720.4&M113f;Building Failures Case Studies in Construcci{on and Design;Mckaig, Thomas H.;1962;McGraw-Hill;
4897;COL.NB&720.472&V227c;Elastic Energy Theory;Van Den, J.A.;1952;John Wiley and Sons;
4898;COL.NB&697.932 2&G853t;Thermostats and Temperature Regulationg Instruments;Griffiths, R.;1951;Charles Griffin & Company;
4899;COL.NB&694.2&M425;Material and labor Analysis House framing Systems;S/A;1954;Housing and Home Finance Agency;
4900;COL.NB&696.2&E77;Especificaciones para redes de cañerías;;s.d;s.n;
4901;COL.NB&694.2&A727;Concrete Thin Shells;S/A;1971;Concrete Institute;
4902;COL.NB&721&D917f;Foundations of Structures;Dunham, Clarence W.;1962;McGraw-Hill;
4903;COL.NB&721&F953;Procedings of a Symposium on the Strength of Concrete Structures;S/A;1965;Cement and Concrete Association;
4904;COL.NB&721&H557m;Método simplificado para el cálculo de pórticos múltiples con cabezal acodado;Hernández Velásquez, Herman Roberto;1967;Universidad de El Salvador;
4905;COL.NB&721&H688p;Plastic Analysis of Structures;Hodge, Philip G.;1959;McGraw-Hill;
4906;COL.NB&721&L735;Sistemi elastici piani;Linari, Attilio;1957;Pellerano;
4907;COL.NB&721&M875a;Structural Frame Works;Morris, Clyde T.;1957;John Wiley & Sons;
4908;COL.NB&721&W785e;Specification for the design of cold-formed steel structural members;Winter, George;1972;American Iron;
4909;COL.NB&721.04&C669;Building code requirements for minimum design loads in building and other structures;American National Standards Institute;1972;;
4910;COL.NB&721.042&G216c;Contrato de Construcción del Edificio de Tintoreria y Tejeduría;García Prieto, Atilio;1976;INSINCA;
4911;COL.NB&721.044&M523c;Caratteri Degli Edifici;Melis, Armando;1949;S. Lattes & C.;
4912;COL.NB&721.044&M294;Structural Fire-Fighting Manual;S/A;1953;Office of the chief of Naval operations;
4914;COL.NB&721.042&R329c;Building code requirements for reinforced;Kerekes, Frank;1956;ASI;
4914;COL.NB&721.042&R329c;Building code requirements for reinforced;Kerekes, Frank;1956;ASI;
4914;COL.NB&721.042&R329c;Building code requirements for reinforced;Kerekes, Frank;1956;ASI;
4915;COL.NB&721.042&L952e;Telai Elastici;Luigi Brunoli, Carlo;1954;Ulrico Hoepli;
4916;COL.NB&721.044&R331e;Architectural Specifications;Reeve Sleeper, Harold;1952;John Wiley & Sons;
4917;COL.NB&721.044 1&A526m;Masonry Design Manual;Armrhin, James E.;1972;Mansory Industry Advancement;
4919;COL.NB&721.3&R329;CRSI Design Handbook;Reese, R. C.;1952;Concrete Reinforced Steel Institute;
4920;col.nb&721.3&B687;El Método de la Columna Análoga y su Aplicación a Estructuras Articuladas y Contínuas;Bolaños, Eduardo;1959;Universidad de El Salvador;
4921;COL.NB&721.046&M294;Bituminous Construction Handbook;S/A;1963;Barber Greene Company;
4922;COL.NB&721.046&G943;AASHO Interim Guide for Design of Pavement Structures;S/A;1972;American Association of State Highway Officials;
4923;COL.NB&721.044 8&A545m;Wood-Frame House Construction;S/A;1955;U.S. Department of Agriculture;
4924;COL.NB&721.044 71&K47c;Constructions Metalliques;Kienert, Georges;1966;Eyrolles;
4924;COL.NB&721.044 71&K47c;Constructions Metalliques;Kienert, Georges;1966;Eyrolles;
4925;COL.NB&721.044 7&S635b;Building, Check, List;Small, Ben John;1955;Reinhold Publishing Corporation;
4926;COL.NB&721.044 7&R541e;Coffrages Metalliques;Ricouard, M. J.;1954;Eyrolles;
4927;COL.NB&721.044 6&C669;Building Code Requirements for Engineered Brick Masonry;S/A;1970;Structural Clay Products Institute;
4929;COL.NB&721.044 54&A935f;FormWork to Concrete;Austin, C. K.;1961;Cleaver-hume Press;
4930;COL.NB&721.044 1&C744;Technical Manual Concrete and Masonry;S/A;1970;Headquarters, Department of the Army;
4931;COL.NB&721.6&P253;Cálculo de Entrepisos Reticulares;Parma Marré, Domenico;1955;Cuellar, Serrano, Gómez & CIA;
4932;COL.NB&721.5&P238s;Simplified Design of Roof Tresses for Architects and Builders;Parker, Harry;1953;John Wiley & Sons;
4933;COL.NB&721.5&J12h;Home Guide to Solar Heating and Cooling;Hand, Jackson;1982;Popular Science Skill Book;
4934;COL.NB&720.472&D857i;Soalr Energy Research;Daniels, Farrington;1956;Thames and Hudson;
4935;COL.NB&721.644 54&W758d;Reinforced Masonry Engineering Handbook;Amrhein, J. E.;1973;Masonry Institute of America;
4936;COL.NB&721.6&S561e;Entrepisos sin Vigas;Shtaerman, M. I.;1963;Inter Ciencia;
4937;COL.NB&721.8&K46a;Architects and Builders Handbook;Kidder, Frank E.;1951;John Wiley & Sons;
4938;COL.NB&722&D419g;Good and Bad School Plants;S/A;1954;U.S. Department of Healt, Education, and Welfare;
4939;COL.NB&722.9&C756;Builder 3 & 2;S/A;1960;Navy States Government Printing Office;
4940;COL.NB&725&O62e;Erecting Structural Steel;Oppenheimer, Samuel P.;1960;McGraw-Hill;
4941;COL.NB&741.2&E63;Catalog Products and Services;S/A;1967;Keuffel & Esser;
4942;COL.NB&745.4&E56d;Design Motifs of Ancient México;Enciso, Jorge;1953;Dover Publications;
4943;COL.NB&725.39&E77;Standard Specifications for Construction of Airports;S/A;1964;Federal Aviation Agency;
4944;COL.NB&725.39&U84;Use of Road and Airdrome Construction Equipment;S/A;1945;United States Government Printing;
4945;COL.NB&725.8&M294;Manual of Highway Construction Practices and Methods;S/A;1968;The American Association of State Highway Officials;
4946;COL.NB&728.1&A545l;Low-Cost Wood Homes for Rural America Construction Manual;Anderson, L. O.;1969;Department of Agriculture;
4947;COL.NB&728.1&D611w;Design, Siting, and Construction of Low-Cost Housing and Community Buildings to Better Withstand Earthquakes and Windstorms;Reps, William F.;1974;Institute for Applied Technology;
4948;COL.NB&725.23&G216f;Fabrica de Productos Alimenticios en Soyapango Edificio para Empaque, despacho y Oficinas;García Prieto, Atilio;1977;Ingenieros Consultores;
4949;COL.NB&725.23&M294;Field and Office Manual;S/A;1958;Engineering Newng-Record;
4950;COL.NB&912.014&L455;Map Reading;S/A;1965;Heardquarters, Department of the army;
4951;COL.NB&741.011 8&F141;Facilities Drafting Manual;S/A;1964;National Aeronautics and Space Administration;
4952;COL.NB&741.2&S559;Shore Protection, Planning and Design;S/A;1966;Department of the Army;
4953;COL.NB&930.008&S972g;Gesta Romanorum or Entertaining Moral Stories;Swan, Charles;1976;Dover Publication;
4954;COL.NB&796.6&G943;Guide for Bibycle Routes;S/A;1976;United States of America;
4955;COL.NB&841&B146p;Poesia Siciliana;Emanuele Bagilio, Antonio;1963;LA VIA;
4956;COL.NB&904.5&D419e;The Santa Rosa California, Earthquakes of Octuber 1, 1969;Steinbrugge, Karl V.;1970;U.S. Department of Commerce;
4957;COL.NB&671.52&M291;Maintenance ARC Welding;S/A;1943;The James F. Lincoln;
4958;COL.NB&904.5&H742b;Bibliography of Engineering Seismology;Hollis, Edward P.;1958;Earthquake Engineering Research Institute;
4960;COL.NB&912.014&S588;Soviet Topographic Map Symbols;S/A;1958;Department of the Army;
